reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
6efc656e-17f2-4899-b6e8-ee227dcee06e,Dhieya Faeyza Salim,https://play-lh.googleusercontent.com/a-/ALV-UjXtyuS0mAf20I1-sYiwYhH1CzHDqAjb1E9lElzrv4N8r8Rpr1U_,"by u kenapa aplikasi nya ngelag banget, nunggu loading screen nya serasa nunggu ujian semester tahun depan. terus loading paket data biar pesan wa ke kirim itu, lama banget. dan suka ngelag. overall setiap aku topup pulsa selalu masuk. dan juga paket datanya murah' untuk dana pelajar. Kalau masih ngelag saya kasih bintang 🌟. DINGELAG NGELAG-IN SAYA DIAM! TAPI KALI INI, SAYA AKAN LAWAN!!! fyi, saya ngelag waktu ulangan psat pas masukin token submit beberapa kali sinyalnya hilang-hilangan",3,3,1.64.6,2026-06-04 06:46:25,"Hai Kak, maaf ya udah bikin ga nyaman ya.Terkait kendala di aplikasi by.U nya, bisa coba clear cache aplikasi by.U pada settingan aplikasi di HP kakak dan kalau masih berkendala, bisa install ulang aplikasi by.U nya. Kakak juga bisa kabarin Nindy di DM IG @byu.id dan LiveChat di aplikasi by.U ya Kak. Thanks :)",2026-06-04 06:50:29,1.64.6
be6b8d88-1bd9-4b01-ab5e-268ac84fec4b,Malfriando Sinay09,https://play-lh.googleusercontent.com/a-/ALV-UjW4LVtHZXDVGxcXPtKyBsZW-0IQjlSQwxPGW88VnZWzo_JNMS8r,"awalnya harga paket internet murah, namun sekarang malah naik dan harga paket yang biasanya sudah di hapus. padahal kata salesnya harga paketnya gak bakal berubah, benar² penipuan ini namanya. Kasi rating Jelek biar dari Telkomsel lihat, dasar penipu",1,3,1.64.6,2026-06-03 05:36:42,"Hai Kak, kenaikan harga menyesuaikan UU No. 7 Tahun 2021 tentang Harmonisasi Peraturan Perpajakan. Untuk harga paket yang tertera di aplikasi bersifat penawaran ya, jadi akan berubah sesuai dengan promo yang sedang berjalan Kakak juga bisa kabarin Nindy di DM IG @byu.id dan LiveChat di aplikasi by.U ya Kak. Thanks :)",2026-06-03 05:46:35,1.64.6
fc3ce8ed-dc14-46af-871f-5b01b9bc3a4a,Kram X NCT,https://play-lh.googleusercontent.com/a-/ALV-UjXSDtbQTeQpcfui7M8s65p-_vttkcaIgjNI6kzS_s23sX_a7pI,sinyal nya tambah lama tambah ngelag trus data nya makin dikit dan hanya sebentar padahal dulu bagus tapi sekarang malah nurun kualitas nya tolong di perbaiki untuk sinyal agar tidak lag dan menggangu waktu saya mengerjakan tugas.,1,4,1.64.6,2026-05-31 08:34:00,"Hai Kak, maaf nih terkait kendalanya, bisa coba ubah mode jaringan dari otomatis ke manual 2g only, terus balikin lagi ke mode otomatis dan bisa juga coba ON-OFF kan airplane mode. Kalau cara tersebut udah dicoba dan masih berkendala juga, kakak bisa kabarin Nindy di DM IG @byu.id atau LiveChat di aplikasi ya Kak :)",2026-05-31 08:38:58,1.64.6
e7fe2eaf-33bd-4e35-b01f-65bf847d595c,Steven Renyaan,https://play-lh.googleusercontent.com/a/ACg8ocJWJfIqGPsI3siwvRbHATpdEo7p8_d5StVe68-8B4DehQtgXg=mo,"Halo tim By.U 👋 Saya berharap By.U dapat lebih mengoptimalkan kualitas jaringannya. Meskipun menggunakan jaringan Telkomsel, terkadang koneksi By.U masih terasa lambat dan kurang stabil di beberapa lokasi dan kondisi. Semoga ke depannya kualitas jaringan By.U bisa semakin cepat, stabil, dan setara dengan pengalaman menggunakan Telkomsel. Terima kasih 🙏📶",5,5,1.64.6,2026-05-31 20:19:52,"Hai, Kak! Makasih banyak buat Rating Positive dan Masukannya yaa. Kami terus berusaha biar bisa jadi andalan kamu terus nih💙
Kalo ada yang mau Kaka tanyain, Biar lebih enak ceritanya, bisa kontak Nindy via DM Instagram @byu.id, Twitter @byu_id atau Live Chat di aplikasi ya, Kak 🤗️",2026-05-31 20:26:25,1.64.6
d6e1427d-4ef6-4543-a351-d3396af40e8a,Kekey Dalwish,https://play-lh.googleusercontent.com/a/ACg8ocLK86iNxGp9WU92GC6F2kSJRby5V6O-ugKbpsqjQ1-8AxjFew=mo,bagus pake by.u tuh ga ush mikirin lagi perpanjang masa kartu. cuman minus nya Kouta sering ngilang atau tiba² berubah jumlah Kouta nya. masih belum ada perbaikan di bagian itu. terus sinyal nya jg suka ilang ilangan (kaya dia🙁) pokoknya perbaiki dan tingkatin lagi pls. udh nyaman pake by.u soalnya🥹💗,5,2,1.64.6,2026-06-02 12:13:32,"Hai Kak Kekey, makasih banyak buat rating nya. Kalau ada yang mau ditanyain, kakak bisa kabarin Nindy di DM IG @byu.id dan LiveChat di aplikasi by.U. Semoga lancar terus penggunaan by.U kakak :)",2026-06-02 12:16:24,1.64.6
afeac567-cd94-41e3-9c1d-8c8de7412bb2,It's Journey,https://play-lh.googleusercontent.com/a-/ALV-UjVC8-XAbmy3Xuxcz5Ri883ANalmk0d_OiCUk_1rigO83VE4plY,"jaringan sangat buruk dan paling buruk, tiba2 hilang jaringan dan bukan satu ada 2x. SERING, plis lah kalau ga bisa bikin provider tutup aajh. kalau di tanya kenapa masih pake, ini udh terlanjur ke daftar di berbagai apk. kalau boleh ngulang, ini kesalahan terburuk gua buat pilih provider ini",1,5,1.64.6,2026-05-28 11:59:02,"Hai Kak, maaf nih terkait kendalanya, bisa coba ubah mode jaringan dari otomatis ke manual 2g only, terus balikin lagi ke mode otomatis dan bisa juga coba ON-OFF kan airplane mode. Kalau cara tersebut udah dicoba dan masih berkendala juga, kakak bisa kabarin Nindy di DM IG @byu.id atau LiveChat di aplikasi ya Kak :)",2026-05-28 12:03:32,1.64.6
cea244fe-4aac-4084-841d-5c5842668067,Fannisa Marshela,https://play-lh.googleusercontent.com/a-/ALV-UjUGNkCTtHKd7hjNP9s46_E7XJwNIiXjR2UL1_vROzc9HQbTwyzl,"mengecewakan, aku udah pake by.u dari 2021, awalnya lancar tapi makin kesini makin ga bagus, dulu bisa buka aplikasinya ga perlu pake kuota, sekarang repot kalo keabisan kuota mau beli lagi susah harus aktifin paket data dulu. Bahkan ketika ada kuotanya pun suka susah di bukanya, aplikasinya lama. sekarang juga promonya ga terlalu bagus, padahal aku dari dulu selalu ngasih tau temen kalo pake byu bagus sinyal bagus, promonya juga menarik.",1,15,1.64.4,2026-05-08 17:00:54,"Hai Kak, maaf udah bikin ga nyaman ya :( Kalau kakak ada kendala, akan tim by.U bantu cek dan koordinasi lebih lanjut, mohon segera bisa kabarin Nindy di DM IG @byu.id dan LiveChat di aplikasi by.U. Nindy dan team akan terus tingkatin produk dan layanan by.U biar Kakak bisa selalu nyaman pakai by.U. Keep supporting us ya! :)",2026-05-08 17:03:54,1.64.4
403cde4e-43bc-4cb0-8b17-f4b338183784,Satria Gin,https://play-lh.googleusercontent.com/a/ACg8ocIbg-1Z1Q1M0hoYOZwi-wsvIydGyh0N03Q_w8PWPBmi-NwgQQ=mo,"by'u salah satu kartu untuk pengguna mahal sesuai dengan harga paketnya dan limited namun sesuai juga dengan kemampuan kecepatan jaringan nya yang dibawah standar Telkomsel yang ngakunya secepat Telkomsel, setiap bulan atau update mereka akan menghilangkan satu persatu harga murah dengan melabeli kartunya tidak akan pernah mati atau seumur hidup namun harganya bisa mengurangi hidup, bahkan anda dilarang kehabisan paket data mereka satu menit saja jika kehabisan maka aplikasi tidak bisa di buka",1,19,1.64.4,2026-04-23 16:47:42,"Hai Kak, maaf udah bikin ga nyaman ya :( Kalau kakak ada kendala, akan tim by.U bantu cek dan koordinasi lebih lanjut, mohon segera bisa kabarin Nindy di DM IG @byu.id dan LiveChat di aplikasi by.U. Nindy dan team akan terus tingkatin produk dan layanan by.U biar Kakak bisa selalu nyaman pakai by.U. Keep supporting us ya! :)",2026-04-23 16:52:17,1.64.4
8221ae52-3b6d-4d0b-a962-d736d8d72415,Amriyuri Darma Suda,https://play-lh.googleusercontent.com/a-/ALV-UjVkdnSFCZMFkib2wbECIi2yegcnST2gHbrp6PiRZaervDRXFZYX,"Applikasi by.u sekarang kalo mau buka harus ada kuota, dulu tinggal buka aja mau ada kuota atau ga ada kuota. trus gimana cara beli paketnya kalau app ga bisa dibuka? pake dial kode beda penawaran sama yang di app dan tidak lengkap juga. Dan juga app nya yang dulu mudah dibuka, sekarang suka dapat pemberitahuan cek jaringan cek jaringan, bisa sampe load 3/4x baru bisa masuk itu pun masih loading. perbaiki lah dibaca ini aspirasi kami!",1,7,1.64.4,2026-05-18 09:58:35,"Hai Kak, maaf ya udah bikin ga nyaman ya.Terkait kendala di aplikasi by.U nya, bisa coba clear cache aplikasi by.U pada settingan aplikasi di HP kakak dan kalau masih berkendala, bisa install ulang aplikasi by.U nya. Kakak juga bisa kabarin Nindy di DM IG @byu.id dan LiveChat di aplikasi by.U ya Kak. Thanks :)",2026-05-18 10:06:22,1.64.4
8174c859-f2c5-4fd8-a3c5-2a2955e78aa9,Dwi Zahra Valerina,https://play-lh.googleusercontent.com/a/ACg8ocIBxcHkejGxOXB7rxw3q4XZHhfT1hyEj7qVHDGLBpgYXxE4hg=mo,"Jaringannya buruk sekali dan ini bukan masalah sepele. Banyak waktu terbuang untuk menunggu loading, banyak kesempatan yang terlewat, bikin stres. Masalahnya sebenarnya ada di mana sih? haruskah ganti kartu, tau memang infrastrukturnya jelek. Semua sarannya (on/of mode pesawat, atur mode jaringan, atur poin akses) lama-lama tidak berguna, malah jadi seperti rusak.",1,12,1.64.4,2026-05-11 19:09:23,"Halo, Kak. Maaf banget udah bikin internetan Kakak gak nyaman :(
Boleh dicoba ubah mode jaringan dari otomatis ke manual 2G only, lalu kembali lagi ke mode otomatis. ON-OFF kan airplane mode. Kalau udah dicoba masih berkendala, kontak Nindy via Live Chat di Apps, biar bisa dibantu lebih lanjut ya :)",2026-05-11 19:11:32,1.64.4
79387659-9e6a-4f49-bc30-0f7135050d68,Vian Adddrian,https://play-lh.googleusercontent.com/a-/ALV-UjWykqTL5yy0E96WWdDjU809NSdWEoGtgIKsfm8HAUM6hFQUKag,"Halo min, mau kasih masukan sedikit soal tampilan menu di home screen. Awalnya saya sempat bingung cari cari fiturnya, jadi kayaknya butuh adaptasi ekstra. Kalau bisa, UI nya dibikin lebih clean, minimalis, dan ringkas saja supaya makin efisien dipakai. Contohnya kayak penyusunan di aplikasi si merah itu sudah bagus banget. Semoga bisa segera diperbaiki ya, Min TERIMAKASIH ✨🙏🏻",4,5,1.64.4,2026-05-10 20:17:23,"Hi Kak, Makasih banyak ya buat feedback-nya, semoga Kakak bisa makin betah sama by.U. pokonya Nindy bakal terus tingkatin kualitas dan kuantitas by.U agar Kakak ngga pindah ke lain hati. Kalau ada pertanyaan atau keluhan bisa infoin detailnya melalui DM IG @byu.id, Twitter @byu_id atau Live Chat di aplikasi by.U ya. Makasih :)",2026-05-10 20:20:15,1.64.4
51c28464-938d-400b-ad89-d06d45ee6873,yasmin,https://play-lh.googleusercontent.com/a/ACg8ocJx4zdfL5UHCrn_e4kQ54MUy1Hi1iddkjO2FlkfGe2juVqJnA=mo,"untuk paket data byu murah.tapi kalau mau isi ulang datanya sangat sulit.jaringan yg banyak tiba² hilang saat melakukan pembelian.pindah kejaringan wifi juga sama saja,padahal jaringan wifi sangat stabil.",4,0,1.64.6,2026-06-04 19:30:13,Hai kak maaf jadi ga nyaman. Kakak bisa kabarin Nindy detail kendalanya di DM IG @byu.id dan LiveChat di aplikasi by.U ya :),2026-06-04 20:01:09,1.64.6
ff15132c-3b36-45d5-b909-1d03f4b8564e,Muhamad deni Romadan,https://play-lh.googleusercontent.com/a/ACg8ocLWW_ZvPn_UtG1NSMx5qSnuWEXKbAYiJ5FxdldABevfPNCRjQ=mo,"setelah saya sabar akhirnya lepas juga nih emosi, sekarang aplikasinya jelek lemot pula ga kaya dulu, dulu satset banget kalo kuota abis masih bisa paketin skrang udah ga bisa, trus sering banget ga bisa di buka stak mulu bkin emosi mulu, trus juga barusan banget mau beli kuota baru banget isi pulsa masa mau bayar fitur buat bayar pake pulsanya ilang, harus buang apk dulu berkali"" hadeuuh, setiap mau beli kuota masa harus emosi, padahal pengguna aplikasi by.u dari 2021. update apknya lebih baik.",2,4,1.64.6,2026-06-01 20:47:57,"Hai Kak, maaf udah bikin ga nyaman ya :( Terkait kendala yang kakak alami, akan tim by.U bantu cek dan koordinasi lebih lanjut, kabarin Nindy di DM IG @byu.id dan LiveChat di aplikasi by.U. Nindy dan team akan terus tingkatin produk dan layanan by.U biar Kakak bisa selalu nyaman pakai by.U :)",2026-06-01 21:10:39,1.64.6
c4dc4d88-81a8-4915-8b52-a3232609fe06,Aulia Putri Wardani,https://play-lh.googleusercontent.com/a-/ALV-UjW3waX0jV39dZniLyuozvKzV28-CKNhGnR4dEKYpPkepBc8D7pEfg,"lebih suka by u yang lama, skrg gabisa atur kuota sendiri, pilihan topping jg udh banyak yg ilang ga kaya dulu, mau beli data jg skrg ga enak diliatnya, soalnya dicampur campur, pdhl dulu di pisah sesuai jenisnya",3,4,1.64.6,2026-05-27 07:54:25,"Hai Kak, maaf udah bikin ga nyaman ya :( Kalau kakak ada kendala, akan tim by.U bantu cek dan koordinasi lebih lanjut, mohon segera bisa kabarin Nindy di DM IG @byu.id dan LiveChat di aplikasi by.U. Nindy dan team akan terus tingkatin produk dan layanan by.U biar Kakak bisa selalu nyaman pakai by.U. Keep supporting us ya! :)",2026-05-27 08:01:13,1.64.6
ef4bd300-27a0-4626-90f7-c473d6c7dbc9,AngeL Maharani,https://play-lh.googleusercontent.com/a/ACg8ocLNb3S0bsJM8yejy_5kvrxtUm8XvBmgLDPD-pXKMHu-3s9xmQ=mo,"awal' beli emang sinyalnya bagus ngga buruk,tpi lama kelamaan sinyalnya buruk kadang ngilang' sendiri bisa sampai 3-4 jam an apalagi kalo lagi malem,dimana-mana juga sinyalnya jelekk,aku kira dirumahku aja yang jelek tpi setiap lagi main juga ttp jelek.",1,13,1.64.4,2026-05-09 17:34:02,"Hai Kak, maaf nih terkait kendalanya, bisa coba ubah mode jaringan dari otomatis ke manual 2g only, terus balikin lagi ke mode otomatis dan bisa  juga coba ON-OFF kan airplane mode. Kalau cara tersebut udah dicoba dan masih berkendala juga, Kakak bisa kabarin Nindy di DM IG @byu.id atau LiveChat di aplikasi ya Kak :)",2026-05-09 17:35:54,1.64.4
6e23d545-758f-4743-9152-89976ef6e4d2,M. Banyu Abijar,https://play-lh.googleusercontent.com/a-/ALV-UjViegvv-1BhIZWOMrKNSEor1GGUbQFBo66Mzyj7YBU0sGwtXws,"Menurut saya tampilan aplikasi ini masih kurang nyaman dilihat, terutama pada bagian sisa kuota yang ditampilkan dalam bentuk GB meskipun kuotanya sudah sedikit. Akan lebih mudah dipahami jika otomatis berubah menjadi MB saat kuota hampir habis. Selain itu, penempatan beberapa menu dan informasi terasa cukup padat sehingga tampilannya terlihat kurang rapi dan kurang nyaman untuk pengguna.”",4,0,1.64.6,2026-05-29 12:44:43,"Hai Kak Banyu, makasih banyak buat feedback dan sarannya, akan Nindy sampaikan langsung ke tim by.U. Mudah-mudahan dalam waktu dekat, saran dari kakak bisa segera terealisasi. Kalau ada pertanyaan seputar layanan by.U, kakak bisa kabarin Nindy di DM IG @byu.id dan LiveChat di aplikasi by.U yaa. Makasih :)",2026-05-29 12:52:16,1.64.6
6bc169d7-1233-4229-93cb-4cb01234cf13,Adzkiya Shofi W,https://play-lh.googleusercontent.com/a-/ALV-UjVwBvFNypFwEfGnHPD7eoC3RsTlkw2kfA9tg5ZOBRV1gb4klr8b,"mahal banget ga masuk akal, mana sinyalnya suka ilang ilang gitu, ga stabil, nyesel banget pake by. u 😀 gabakal rekomendasiin ke temen deh, pas awal pemakaian harga masih terjangkau bahkan setara dengan kartu lain, tapi makin lama malah ngelunjak, mana gabisa buka aplikasi tanpa kouta/wifi lagi, ga banget WKWKWK",1,7,1.64.4,2026-05-17 21:01:41,"Hai Kak, maaf nih terkait kendalanya, bisa restart HP 5 menit kedepan ,Pastikan kolom APN di settingan HP terisi “byu”, kolom username dan password dikosongkan. Pindahkan SIM Card ke hp lain sebagai pembanding. Kalau cara tersebut udah dicoba dan masih berkendala juga, kakak bisa kabarin Nindy di DM IG @byu.id atau LiveChat di aplikasi ya Kak :)",2026-05-17 21:14:33,1.64.4
c06cd32d-e5d7-43f3-bcf7-5d5be95ae92a,Kasih Anatassya,https://play-lh.googleusercontent.com/a/ACg8ocLXK_In6JLXrHXu18dPGm7_dQIdpH2c4gxUtMIxJqom5wZgJQ=mo,sering keluar sendiri dari akun nya pas login ulang malah akun nya telah di blokir.. trus susah untuk di akses masuk ke aplikasinya harus sinyal yg banar² kuat.. makin hari makin gak bagus pdhl dulu bagus awal2 keluar kartunya...,2,2,1.64.6,2026-06-02 12:57:11,"Hai Kak Kasih , maaf bikin ga nyaman buat kendalanya silahkan kakak bisa kabarin Nindy di DM instagram @byu.id, DM Twitter @byu_id atau LiveChat di aplikasi ya. Nindy dan team akan terus tingkatin produk dan layanan by.U biar Kakak bisa selalu nyaman pakai by.U. Keep supporting us ya! :)",2026-06-02 12:59:59,1.64.6
d2bd175a-4c1e-40c2-a301-0dbc31699eb6,Ryto,https://play-lh.googleusercontent.com/a-/ALV-UjVl4KCzTu71n0ucwr_6DEMc6jiI2AWzZRxBS81vX0gPBTTkeA,"aplikasi tidak bisa dibuka dari dulu, apa tidak ada niatan untuk memperbaiki, selalu muncul popup periksa jaringan, padahal pakai wifi / internet seluler sama saja. dan kenapa lama2 paket internet mahal2, gak kayak dulu. kecewa. cuma yang diambil sisi positifnya di provider ini tidak ada masa aktifnya saja.",1,5,1.64.4,2026-05-16 07:55:00,,,1.64.4
6e7dc5d1-21ba-4981-83c5-9d8df46b563b,Aril Azrial,https://play-lh.googleusercontent.com/a/ACg8ocIRNvsuqk8DAAE7hfGgr8ePRlivtOtuMoxIXX2DCKzmRw3ocA=mo,"ada bug di apk nya yg dimana saat kuota kita berkurang malah nambah sendiri lagi kuota nya,walaupun sebenarnya kuota asli kita nggak bertambah tapi cukup mengganggu bagi pengguna yg ingin mengecek paket",2,1,1.64.6,2026-06-02 01:58:08,"Hai Kak, maaf ya udah bikin ga nyaman :( Terkait kendala di aplikasi by.U nya, bisa coba clear cache aplikasi by.U pada settingan aplikasi di HP kakak dan kalau masih berkendala, bisa install ulang aplikasi by.U nya. Kakak juga bisa kabarin Nindy di DM IG @byu.id dan LiveChat di aplikasi by.U ya Kak. Thanks :)",2026-06-02 02:38:59,1.64.6
1e1a040d-b5e9-4002-a0ff-f75eed109a88,Hsuw Wush,https://play-lh.googleusercontent.com/a/ACg8ocI1udZAbGC7ASYaqXexrq-cWpmaLezBE9o-4PAuIW66GzwrYw=mo,"jaringan ini sangat jelek dan tidak direkomendasikan untuk digunakan, setiap saat jaringan nya jelek dan lebih parah lagi kalau malam apalagi dipakai main game mobile legends ping nya jumping ketika bermain, sangat tidak direkomendasikan, saya sengaja beri bintang 5 supaya terlihat oleh kalian"" juga",5,2,1.64.4,2026-06-02 12:15:18,"Hai Kak, maaf nih terkait kendalanya, bisa coba ubah mode jaringan dari otomatis ke manual 2g only, terus balikin lagi ke mode otomatis dan bisa juga coba ON-OFF kan airplane mode. Kalau cara tersebut udah dicoba dan masih berkendala juga, kakak bisa kabarin Nindy di DM IG @byu.id atau LiveChat di aplikasi ya Kak :)",2026-06-02 12:19:01,1.64.4
129401ed-c4c6-4525-8b70-43ddef99dfa0,pipin lucu,https://play-lh.googleusercontent.com/a/ACg8ocLONkTKzvUhHVN08mzT63R5dwMYvCQD78cDjTLwKGe5WYqmaA=mo,"sinyal ini katanya mengikuti Telkomsel. tapi udah aku uji Telkom sma by.u ini tapi tetep beda. padahal lokasi sama. telkom full bar sinyalnya sedangkan by.u sinyal nya naik turun dari bar 3 ke 2 terus ke 3 lagi, gitu terus. tapi si Telkomsel bar sinyalnya 4/ full. chat cs/ admin by.u nya malah slow respond dan respond nya ngga nyelesein masalah. jalan satu"" nya cuma ganti kartu aja. ini pengalaman aku pribadi pakai by.u udah lama tapi emang sinyalnya buruk terus walaupun buat main game doang.",1,3,1.64.6,2026-06-03 23:41:29,"Hai Kak, maaf udah bikin ga nyaman ya :( Terkait kendala yang kakak alami, akan tim by.U bantu cek dan koordinasi lebih lanjut, kabarin Nindy di DM IG @byu.id dan LiveChat di aplikasi by.U. Nindy dan team akan terus tingkatin produk dan layanan by.U biar Kakak bisa selalu nyaman pakai by.U :)",2026-06-03 23:45:46,1.64.6
9b8d56df-5510-4ec2-a7cc-24cc07692f79,Gladys Kim,https://play-lh.googleusercontent.com/a-/ALV-UjX1R41mWPBYvrS0ZVESxF-GhCTWivBGbPTIH83Hto6L4bJWmjM,"Setuju bgt sama ulasan mengecewakan sblm saya. Aplikasi nya Update mulu, tapi pilihan kuota Terjangkau bagi Pelajar ga ada. pilihan kuota nha itu itu aja ga ada yg menarik, msh kurang merakyatnya. terimakasih. 1 lagi jangan keseringan update klo ga ada promo mingguan atau bulanan yg menarik!",5,6,1.64.4,2026-05-18 06:27:35,"Hai Kak, makasih banyak buat rating nya. Maaf ya udah bikin ga nyaman ya. Terkait kendala di aplikasi by.U nya, bisa coba clear cache aplikasi by.U pada settingan aplikasi di HP kakak dan kalau masih berkendala, bisa install ulang aplikasi by.U nya. Kakak juga bisa kabarin Nindy di DM IG @byu.id dan LiveChat di aplikasi by.U ya Kak. Thanks :)",2026-05-18 06:34:07,1.64.4
246b00d1-f62a-4808-819b-c4b063ef043e,Suroto Ramadani,https://play-lh.googleusercontent.com/a/ACg8ocJQE1INPFkbF7-Gq2lLvFkGeQkO-TPDRHAFU4NyewIsvxG84Q=mo,"tolong perbaiki saat kita telat beli pulsa data maka aplikasi muncul priksa jaringan dan kemunculan nya tidak bisa di kensel,lalu bagai mana mau memilih paket mana yang akan kita beli,karna terhalang oleh kemunculan priksa jaringan yang tidak mau di kensel.",5,6,1.64.4,2026-05-23 14:02:02,"Hai Kak, maaf ya udah bikin ga nyaman ya.Terkait kendala di aplikasi by.U nya, bisa coba clear cache aplikasi by.U pada settingan aplikasi di HP kakak dan kalau masih berkendala, bisa install ulang aplikasi by.U nya. Kakak juga bisa kabarin Nindy di DM IG @byu.id dan LiveChat di aplikasi by.U ya Kak. Thanks :)",2026-05-23 14:09:37,1.64.4
